ticket_id,customerID,ticket_open_date,ticket_close_date,issue_type,priority,status
TKT-0020639,GEN-04911,2025-07-26,2025-08-01,Service Interruption,High,Closed
TKT-0020640,GEN-12716,2026-06-13,2026-06-21,Cancellation Request,Low,Closed
TKT-0020641,GEN-12057,2025-12-28,,Billing Inquiry,Low,Pending Customer
TKT-0020642,GEN-06631,2026-05-07,2026-05-08,Billing Inquiry,Medium,Closed
TKT-0020643,4828-FAZPK,2025-12-31,2026-01-06,Billing Inquiry,Low,Closed
TKT-0020644,GEN-06668,2026-06-22,2026-07-06,Service Interruption,Low,Closed
TKT-0020645,GEN-05938,2026-03-24,2026-04-06,Cancellation Request,Low,Closed
TKT-0020646,4955-VCWBI,2025-07-13,2025-07-22,New Service Request,Low,Closed
TKT-0020647,GEN-05423,2025-09-08,,Technical Support,Medium,Pending Customer
TKT-0020648,2753-JMMCV,2026-03-09,2026-03-15,Billing Inquiry,Low,Closed
TKT-0020649,GEN-12152,2025-10-14,2025-10-21,Cancellation Request,High,Closed
TKT-0020650,GEN-01415,2025-08-25,Nan,Technical Support,LOW,pending customer
TKT-0020651,GEN-10086,2025-07-04,2025-07-13,Service Interruption,Low,Closed
TKT-0020652,5630-AHZIL,2025-12-05,2025-12-10,Technical Support,Medium,Closed
TKT-0020653,GEN-05784,2025-09-18,2025-09-22,Cancellation Request,Medium,Closed
TKT-0020654,GEN-02771,2026-03-06,2026-03-16,Technical Support,Low,Closed
TKT-0020655,GEN-10356,2026-03-20,2026-03-24,Service Interruption,Medium,Closed
TKT-0020656,GEN-01302,2026-05-27,2026-06-07,Billing Inquiry,Low,Closed
TKT-0020657,8144-DGHXP,2026-06-06,,New Service Request,Low,Pending Customer
TKT-0020658,GEN-00556,2025-08-26,2025-08-27,Technical Support,Low,Closed
TKT-0020659,GEN-05459,2025-11-26,2025-11-28,Service Interruption,Medium,Closed
TKT-0020660,GEN-06005,2025-12-31,2025-12-31,Technical Support,Low,Closed
TKT-0020661,3458-IDMFK,2025-09-09,2025-09-09,Technical Support,Medium,Closed
TKT-0020662,2897-DOVND,2025-07-31,2025-08-06,Billing Inquiry,Low,Closed
TKT-0020663,0297-RBCSG,2025-07-16,2025-07-21,Billing Inquiry,High,Closed
TKT-0020664,GEN-02636,2026-06-15,2026-06-16,Technical Support,Medium,Closed
TKT-0020665,GEN-12638,2025-07-06,2025-07-08,Billing Inquiry,Low,Closed
TKT-0020666,7446-SFAOA,2025-11-16,,Service Interruption,Low,Open
TKT-0020667,GEN-07616,2025-09-18,2025-09-29,Billing Inquiry,High,Closed
TKT-0020668,GEN-02539,2026-04-10,2026-04-14,Service Interruption,Medium,Closed
TKT-0020669,GEN-06047,2026-04-09,2026-04-12,Cancellation Request,Low,Closed
TKT-0020670,GEN-05895,2026-01-09,,Billing Inquiry,Medium,Pending Customer
TKT-0020671,GEN-10898,2026-05-31,2026-06-06,Service Interruption,Low,Closed
TKT-0020672,7137-RYLPP,2025-10-19,2025-10-23,Service Interruption,Low,Closed
TKT-0020673,GEN-05048,2025-10-19,,Service Interruption,Low,Pending Customer
TKT-0020674,7251-LJBQN,2025-12-02,2025-12-09,Billing Inquiry,Low,Closed
TKT-0020675,5924-IFQTT,2026-01-18,2026-01-19,Service Interruption,Medium,Closed
TKT-0020676,GEN-00710,2025-09-05,2025-09-13,New Service Request,Medium,Closed
TKT-0020677,5536-SLHPM,2026-03-17,,Technical Support,High,Open
TKT-0020678,GEN-02923,2025-12-09,2025-12-23,Billing Inquiry,High,Closed
TKT-0020679,GEN-07588,2025-09-08,2025-09-19,Service Interruption,Medium,Closed
TKT-0020680,1963-VAUKV,2025-10-25,,Billing Inquiry,Low,Pending Customer
TKT-0020681,GEN-11104,2025-09-09,2025-09-11,Cancellation Request,High,Closed
TKT-0020682,GEN-00397,2025-06-29,2025-07-09,Technical Support,Medium,Closed
TKT-0020683,6086-ESGRL,2025-07-11,2025-07-13,New Service Request,High,Closed
TKT-0020684,5197-PYEPU,2026-06-15,,Billing Inquiry,Low,Pending Customer
TKT-0020685,GEN-09347,2026-03-10,2026-03-10,Service Interruption,Low,Closed
TKT-0020686,7912-SYRQT,2025-09-19,2025-09-24,Service Interruption,Medium,Closed
TKT-0020687,GEN-09050,2025-08-05,2025-08-09,Cancellation Request,Low,Closed
TKT-0020688,4291-HPAXL,2025-07-27,,New Service Request,High,Open
 TKT-0020689 , 0426-TIRNE , 2025-08-06 , 2025-08-09 , Technical Support , High , Closed 
TKT-0020690,GEN-04532,2026-04-06,2026-04-08,Billing Inquiry,High,Closed
TKT-0020691,GEN-05311,2025-08-08,2025-08-20,Technical Support,Low,Closed
TKT-0020692,8033-VCZGH,2026-01-01,2026-01-07,Billing Inquiry,Low,Closed
TKT-0020693,GEN-12914,2025-07-03,2025-07-07,Service Interruption,Low,Closed
TKT-0020694,GEN-07853,2025-07-29,2025-08-10,New Service Request,Medium,Closed
TKT-0020695,GEN-11235,2025-12-17,2025-12-30,Cancellation Request,High,Closed
TKT-0020696,8434-VGEQQ,2026-01-12,2026-01-25,Service Interruption,Low,Closed
TKT-0020697,GEN-08768,2025-07-24,2025-07-28,Billing Inquiry,Medium,Closed
TKT-0020698,GEN-00377,2026-05-30,2026-06-04,Service Interruption,High,Closed
TKT-0020699,GEN-12553,2026-03-12,2026-03-19,Technical Support,Medium,Closed
TKT-0020700,GEN-08732,2026-01-12,2026-01-19,Technical Support,Medium,Closed
TKT-0020701,GEN-04770,2025-07-10,2025-07-18,Billing Inquiry,Medium,Closed
TKT-0020702,6959-UWKHF,2025-10-23,2025-10-27,Billing Inquiry,Medium,Closed
TKT-0020703,GEN-05293,2026-01-02,2026-01-12,Technical Support,Low,Closed
TKT-0020704,GEN-00956,2026-04-09,2026-04-10,Billing Inquiry,High,Closed
TKT-0020705,0969-RGKCU,2025-12-24,2025-12-26,Cancellation Request,Low,Closed
TKT-0020706,GEN-00367,2025-10-31,2025-11-04,New Service Request,Medium,Closed
TKT-0020707,8573-JGCZW,2026-05-04,,Billing Inquiry,High,Open
TKT-0020708,GEN-03527,2026-05-07,2026-05-12,Service Interruption,Low,Closed
TKT-0020709,2458-EOMRE,2025-07-13,,Cancellation Request,High,Open
TKT-0020710,GEN-10640,2026-01-13,2026-01-27,Technical Support,High,Closed
TKT-0020711,GEN-06510,2026-05-10,2026-05-20,Technical Support,High,Closed
TKT-0020712,GEN-10593,2025-11-29,2025-11-29,Service Interruption,Low,Closed
TKT-0020713,9313-CDOGY,2026-03-02,,Technical Support,Low,Pending Customer
TKT-0020714,5650-VDUDS,2026-03-09,2026-03-13,New Service Request,Medium,Closed
TKT-0020715,GEN-10970,2025-08-14,2025-08-18,Technical Support,Low,Closed
TKT-0020716,GEN-05848,2025-07-14,2025-07-20,Technical Support,Medium,Closed
TKT-0020717,1657-DYMBM,2026-03-18,2026-03-21,Billing Inquiry,Low,Closed
TKT-0020718,GEN-11580,2025-11-09,2025-11-13,Service Interruption,Medium,Closed
TKT-0020719,0621-HJWXJ,2026-03-22,2026-03-31,Billing Inquiry,Medium,Closed
TKT-0020720,0142-GVYSN,2025-11-03,2025-11-09,Technical Support,Low,Closed
TKT-0020721,GEN-08845,2025-07-01,2025-07-15,Technical Support,Medium,Closed
TKT-0020722,4947-DSMXK,2025-07-30,,New Service Request,High,Pending Customer
TKT-0020723,GEN-00184,2025-07-24,2025-07-31,Service Interruption,Medium,Closed
TKT-0020724,GEN-06145,2026-03-07,2026-03-19,Billing Inquiry,Low,Closed
TKT-0020725,6941-KXRRV,2026-04-09,,Billing Inquiry,Medium,Open
TKT-0020726,GEN-06761,2025-11-03,2025-11-10,Service Interruption,Low,Closed
TKT-0020727,0362-RAOQO,2025-12-15,2025-12-17,Service Interruption,High,Closed
TKT-0020728,GEN-02866,2025-12-01,2025-12-09,Technical Support,Medium,Closed
TKT-0020729,0655-RBDUG,2026-06-06,2026-06-17,New Service Request,Low,Closed
TKT-0020730,GEN-01468,2025-11-10,2025-11-12,Billing Inquiry,High,Closed
TKT-0020731,GEN-08061,2026-02-20,2026-03-05,Technical Support,Medium,Closed
TKT-0020732,GEN-12249,2025-11-16,2025-11-24,Technical Support,High,Closed
TKT-0020733,8314-HTWVE,2025-08-24,2025-09-04,Billing Inquiry,Medium,Closed
TKT-0020734,GEN-03922,2025-10-11,2025-10-23,Service Interruption,Medium,Closed
TKT-0020735,GEN-05352,2026-01-14,2026-01-18,Billing Inquiry,Low,Closed
TKT-0020736,Gen-05221,2026-04-10,2026-04-23,Billing Inquiry,Low,Closed
TKT-0020737,1431-CYWMH,2026-02-14,2026-02-26,Service Interruption,Low,Closed
TKT-0020738,GEN-00662,2026-02-22,,New Service Request,Medium,Open
TKT-0020739,2851-MMUTZ,2026-05-21,2026-05-27,New Service Request,High,Closed
TKT-0020740,GEN-00035,2026-06-22,,New Service Request,High,Pending Customer
TKT-0020741,GEN-01793,2025-10-09,2025-10-15,Technical Support,Low,Closed
TKT-0020742,GEN-02620,2026-03-23,2026-04-03,Billing Inquiry,Low,Closed
TKT-0020743,GEN-06525,2026-02-15,2026-02-23,Cancellation Request,High,Closed
TKT-0020744,GEN-03133,2025-11-20,2025-11-24,Technical Support,Medium,Closed
TKT-0020745,GEN-02157,2025-08-20,2025-08-31,Service Interruption,Medium,Closed
TKT-0020746,3926-CUQZX,2025-11-10,,Billing Inquiry,Medium,Pending Customer
TKT-0020747,GEN-01369,2025-10-17,2025-10-22,Service Interruption,Low,Closed
TKT-0020748,GEN-02187,2025-07-13,2025-07-21,New Service Request,Medium,Closed
TKT-0020749,GEN-05069,2026-04-29,2026-05-08,New Service Request,High,Closed
TKT-0020750,GEN-04993,2026-05-10,2026-05-19,New Service Request,Medium,Closed
TKT-0020751,GEN-08852,2026-03-13,2026-03-23,Cancellation Request,High,Closed
TKT-0020752,8930-XOTDP,2025-08-14,2025-08-19,Service Interruption,Low,Closed
TKT-0020753,GEN-04064,2026-02-12,2026-02-14,Billing Inquiry,Low,Closed
TKT-0020754,GEN-12089,2026-06-27,2026-07-11,Cancellation Request,High,Closed
TKT-0020755,GEN-07996,2026-05-07,2026-05-14,Billing Inquiry,High,Closed
TKT-0020756,GEN-02656,2025-12-22,2025-12-31,Billing Inquiry,Low,Closed
TKT-0020757,GEN-01639,2025-12-08,,New Service Request,Medium,Pending Customer
TKT-0020758,2077-DDHJK,2025-10-16,,Service Interruption,Medium,Open
TKT-0020759,5678-VFNEQ,2026-06-10,2026-06-19,Technical Support,Low,Closed
TKT-0020760,GEN-11202,2026-05-08,2026-05-10,Technical Support,High,Closed
TKT-0020761,GEN-05111,2025-08-19,2025-09-02,Billing Inquiry,High,Closed
TKT-0020762,GEN-03984,2025-11-16,2025-11-21,Billing Inquiry,Medium,Closed
TKT-0020763,1525-LNLOJ,2025-08-24,2025-09-01,Billing Inquiry,Medium,Closed
TKT-0020764,8844-TONUD,2026-03-01,2026-03-06,Service Interruption,Low,Closed
TKT-0020765,GEN-10360,2026-01-18,,Technical Support,Low,Open
TKT-0020766,GEN-11740,2025-09-25,2025-09-28,Billing Inquiry,Low,Closed
TKT-0020767,9715-sbvsu,2025-10-28,2025-11-05,technical support,LOW,closed
TKT-0020768,5567-GZKQY,2025-09-06,2025-09-18,New Service Request,Medium,Closed
TKT-0020769,9546-KDTRB,2026-03-13,2026-03-13,Billing Inquiry,Medium,Closed
TKT-0020770,3850-OKINF,2025-08-04,2025-08-18,Billing Inquiry,Low,Closed
TKT-0020771,GEN-01128,2025-10-31,2025-11-14,Billing Inquiry,High,Closed
TKT-0020772,GEN-00172,2026-03-10,2026-03-23,Technical Support,Medium,Closed
TKT-0020773,5295-PCJOO,2025-10-22,2025-11-05,Billing Inquiry,Low,Closed
TKT-0020774,5630-AHZIL,2025-09-08,2025-09-11,Service Interruption,Low,Closed
TKT-0020775,GEN-04027,2025-08-17,2025-08-25,Technical Support,High,Closed
TKT-0020776,GEN-06780,2025-07-16,,Service Interruption,Low,Open
TKT-0020777,GEN-11689,2026-01-28,2026-01-31,Technical Support,High,Closed
TKT-0020778,GEN-03602,2026-06-22,2026-06-29,Service Interruption,Medium,Closed
TKT-0020779,GEN-01107,2025-08-08,,Technical Support,Low,Pending Customer
TKT-0020780,4188-FRABG,2025-10-21,,Billing Inquiry,Medium,Pending Customer
TKT-0020781,GEN-11054,2026-01-11,,Service Interruption,Low,Pending Customer
TKT-0020782,0975-UYDTX,2026-02-02,,Billing Inquiry,High,Open
TKT-0020783,GEN-01635,2026-03-12,2026-03-18,Billing Inquiry,High,Closed
TKT-0020784,3808-HFKDE,2026-06-15,2026-06-24,Technical Support,Low,Closed
TKT-0020785,6695-FRVEC,2025-12-24,2025-12-30,Billing Inquiry,High,Closed
TKT-0020786,GEN-06823,2025-08-20,2025-08-22,Service Interruption,Low,Closed
TKT-0020787,GEN-01601,2025-09-13,2025-09-17,Billing Inquiry,Medium,Closed
TKT-0020788,GEN-08576,2025-08-03,2025-08-16,Billing Inquiry,Medium,Closed
TKT-0020789,GEN-08247,2025-11-12,2025-11-20,Service Interruption,Medium,Closed
TKT-0020790,GEN-07114,2026-02-24,2026-03-07,Billing Inquiry,Low,Closed
TKT-0020791,GEN-09622,2025-09-21,2025-10-05,New Service Request,Low,Closed
TKT-0020792,GEN-01040,2025-10-08,2025-10-14,Technical Support,Low,Closed
TKT-0020793,6582-OIVSP,2026-01-26,,Billing Inquiry,Low,Open
TKT-0020794,GEN-04573,2025-12-06,,Technical Support,Low,Pending Customer
TKT-0020795,GEN-06378,2025-11-05,,Billing Inquiry,Medium,Open
TKT-0020796,GEN-06120,2026-05-21,2026-06-01,Billing Inquiry,High,Closed
TKT-0020797,8259-NFJTV,2025-12-23,2026-01-03,Billing Inquiry,Low,Closed
TKT-0020798,GEN-00019,2026-02-26,2026-03-09,New Service Request,Medium,Closed
TKT-0020799,GEN-10111,2026-04-13,,Technical Support,Low,Open
TKT-0020800,1122-YJBCS,2026-05-27,2026-06-07,Billing Inquiry,Low,Closed
TKT-0020801,GEN-07116,2025-07-01,,Billing Inquiry,Low,Pending Customer
TKT-0020802,GEN-12035,2026-02-25,2026-03-05,Technical Support,Medium,Closed
TKT-0020803,6599-GZWCM,2025-12-27,2025-12-27,Billing Inquiry,Low,Closed
TKT-0020804,GEN-00233,2025-07-13,2025-07-21,Service Interruption,Low,Closed
TKT-0020805,GEN-05679,2026-06-16,2026-06-19,Billing Inquiry,High,Closed
TKT-0020806,9675-ICXCT,2026-04-27,2026-05-05,Billing Inquiry,Medium,Closed
TKT-0020807,2739-CCZMB,2025-11-02,,Service Interruption,Medium,Open
TKT-0020808,GEN-12612,2026-01-20,2026-01-27,New Service Request,High,Closed
TKT-0020809,9717-IOAAF,2025-09-24,2025-09-24,Service Interruption,Low,Closed
TKT-0020810,GEN-04140,2026-04-05,2026-04-06,New Service Request,High,Closed
 TKT-0020811 , GEN-04981 , 2026-05-18 , 2026-06-01 , Service Interruption , Medium , Closed 
TKT-0020812,GEN-09833,2025-10-08,,Technical Support,Low,Pending Customer
TKT-0020813,1821-BUCWY,2025-09-12,2025-09-24,Technical Support,Low,Closed
TKT-0020814,5202-IVJNU,2026-06-25,2026-06-28,Technical Support,High,Closed
TKT-0020815,2878-DHMIN,2026-05-05,2026-05-08,Billing Inquiry,Low,Closed
TKT-0020816,GEN-07393,2026-03-16,2026-03-24,Billing Inquiry,High,Closed
TKT-0020817,GEN-03704,2026-01-07,2026-01-17,Technical Support,Low,Closed
TKT-0020818,GEN-01517,2025-11-28,2025-12-01,New Service Request,High,Closed
TKT-0020819,6898-RBTLU,2025-08-15,2025-08-15,Billing Inquiry,Low,Closed
TKT-0020820,GEN-01875,2026-01-01,2026-01-07,Billing Inquiry,Medium,Closed
TKT-0020821,GEN-01472,2025-11-08,2025-11-10,Technical Support,Low,Closed
TKT-0020822,GEN-09295,2025-08-19,2025-08-31,Technical Support,Medium,Closed
TKT-0020823,GEN-03516,2025-06-30,2025-07-03,Billing Inquiry,Medium,Closed
TKT-0020824,GEN-12541,2026-05-13,2026-05-25,Technical Support,Low,Closed
TKT-0020825,GEN-04681,2026-04-06,2026-04-11,Billing Inquiry,Medium,Closed
TKT-0020826,GEN-12955,2026-03-21,2026-03-29,Cancellation Request,Low,Closed
TKT-0020827,GEN-08011,2026-03-04,2026-03-16,Billing Inquiry,High,Closed
TKT-0020828,6959-GQEGV,2025-08-18,2025-08-29,Billing Inquiry,High,Closed
TKT-0020829,2190-PHBHR,2025-07-09,2025-07-13,Service Interruption,Medium,Closed
TKT-0020830,GEN-04337,2026-06-03,2026-06-14,Billing Inquiry,Low,Closed
TKT-0020831,GEN-12804,2026-04-28,2026-05-04,New Service Request,Low,Closed
TKT-0020832,GEN-12124,2026-06-04,2026-06-13,New Service Request,Low,Closed
TKT-0020833,GEN-06152,2025-12-01,2025-12-14,Billing Inquiry,Medium,Closed
TKT-0020834,GEN-07847,2025-09-17,2025-09-18,Cancellation Request,High,Closed
TKT-0020835,GEN-04453,2025-10-15,2025-10-21,Technical Support,High,Closed
TKT-0020836,GEN-06537,2026-06-07,2026-06-19,Technical Support,Medium,Closed
TKT-0020837,GEN-05660,2026-04-06,2026-04-13,Billing Inquiry,Low,Closed
TKT-0020838,GEN-03428,2026-02-17,2026-02-21,Billing Inquiry,Medium,Closed
TKT-0020839,4487-ZYJZK,2025-10-05,,New Service Request,Low,Open
TKT-0020840,3417-TSCIC,2026-02-16,2026-02-24,Billing Inquiry,Low,Closed
TKT-0020841,GEN-05862,2025-10-12,,Technical Support,Medium,Open
TKT-0020842,2568-BRGYX,2026-04-25,2026-04-28,Cancellation Request,Low,Closed
TKT-0020843,GEN-10481,2026-03-18,2026-03-19,Billing Inquiry,High,Closed
TKT-0020844,9418-RUKPH,2025-07-26,2025-08-01,Technical Support,Medium,Closed
TKT-0020845,GEN-05981,2025-10-12,2025-10-24,Service Interruption,Low,Closed
TKT-0020846,4223-WOZCM,2026-02-21,2026-03-04,Service Interruption,Low,Closed
TKT-0020847,0374-IOEGQ,2025-10-17,2025-10-26,Billing Inquiry,Medium,Closed
TKT-0020848,GEN-02600,2025-12-25,2026-01-06,Technical Support,Low,Closed
TKT-0020849,GEN-11138,2025-07-11,,Billing Inquiry,Medium,Pending Customer
TKT-0020850,GEN-11256,2025-09-18,2025-09-22,Billing Inquiry,Low,Closed
TKT-0020851,GEN-10104,2025-07-31,2025-07-31,Service Interruption,Low,Closed
TKT-0020852,4626-GYCZP,2025-11-20,2025-12-01,New Service Request,Low,Closed
TKT-0020853,GEN-03831,2026-05-23,2026-06-06,Cancellation Request,Low,Closed
TKT-0020854,9173-IVZVP,2026-01-24,2026-01-26,Technical Support,Medium,Closed
TKT-0020855,2055-SIFSS,2026-03-01,2026-03-01,Billing Inquiry,High,Closed
TKT-0020856,GEN-07730,2025-08-15,2025-08-25,Technical Support,Low,Closed
TKT-0020857,GEN-09566,2025-11-27,2025-12-08,Billing Inquiry,High,Closed
TKT-0020858,GEN-08899,2026-04-04,2026-04-06,Technical Support,Low,Closed
TKT-0020859,5536-SLHPM,2025-12-12,2025-12-14,New Service Request,Low,Closed
TKT-0020860,GEN-06772,2026-04-29,2026-05-05,Service Interruption,Medium,Closed
TKT-0020861,8066-POXGX,2025-10-18,2025-10-20,New Service Request,Low,Closed
TKT-0020862,GEN-11473,2025-07-15,2025-07-18,Billing Inquiry,Low,Closed
TKT-0020863,GEN-07932,2025-12-14,,Technical Support,Low,Open
TKT-0020864,4570-QHXHL,2026-01-12,2026-01-22,Billing Inquiry,High,Closed
TKT-0020865,GEN-12790,2025-08-24,,Technical Support,Low,Open
TKT-0020866,GEN-08174,2026-05-08,2026-05-13,Billing Inquiry,Low,Closed
TKT-0020867,GEN-04541,2026-04-10,2026-04-22,Technical Support,Low,Closed
TKT-0020868,GEN-00657,2025-11-04,2025-11-09,Service Interruption,Medium,Closed
TKT-0020869,GEN-11093,2025-07-03,2025-07-15,Billing Inquiry,Medium,Closed
TKT-0020870,GEN-11868,2025-09-08,2025-09-12,Service Interruption,Low,Closed
TKT-0020871,GEN-02781,2025-09-18,,Billing Inquiry,Low,Pending Customer
TKT-0020872,GEN-02940,2025-08-27,2025-09-04,Service Interruption,Low,Closed
TKT-0020873,5117-ZSMHQ,2025-11-09,2025-11-11,Service Interruption,Medium,Closed
TKT-0020874,GEN-04856,2025-07-22,2025-08-02,Technical Support,Low,Closed
TKT-0020875,GEN-09753,2025-10-23,2025-10-30,Cancellation Request,Low,Closed
TKT-0020876,5921-NGYRH,2025-08-23,2025-09-01,Cancellation Request,Medium,Closed
TKT-0020877,GEN-09758,2025-09-19,2025-10-02,Technical Support,Medium,Closed
TKT-0020878,8035-PWSEV,2025-12-30,2026-01-06,Billing Inquiry,Low,Closed
TKT-0020879,GEN-04797,2026-06-16,2026-06-16,Technical Support,Medium,Closed
TKT-0020880,GEN-06341,2025-10-18,2025-10-27,Service Interruption,High,Closed
TKT-0020881,GEN-07949,2025-11-02,2025-11-09,Technical Support,Low,Closed
TKT-0020882,GEN-09417,2025-08-26,2025-09-02,Service Interruption,Low,Closed
TKT-0020883,GEN-06919,2026-01-07,2026-01-15,Billing Inquiry,Low,Closed
TKT-0020884,GEN-00247,2026-05-10,2026-05-14,Billing Inquiry,Low,Closed
TKT-0020885,GEN-09686,2025-07-16,2025-07-19,New Service Request,Low,Closed
TKT-0020886,GEN-05748,2025-12-08,,New Service Request,Low,Open
TKT-0020887,GEN-09019,2025-09-15,2025-09-17,Billing Inquiry,High,Closed
TKT-0020888,GEN-04661,2026-04-05,2026-04-17,Service Interruption,Low,Closed
TKT-0020889,GEN-11439,2026-04-26,2026-05-02,Technical Support,Low,Closed
TKT-0020890,6581-NQCBA,2025-08-01,2025-08-03,Service Interruption,High,Closed
Tkt-0020891,GEN-10285,2025-12-18,2025-12-26,service interruption,low,Closed
TKT-0020892,7977-HXJKU,2026-04-16,2026-04-26,Technical Support,Medium,Closed
TKT-0020893,GEN-08921,2026-03-21,2026-03-30,Service Interruption,Medium,Closed
TKT-0020894,GEN-03566,,,,Medium,Closed
TKT-0020895,GEN-09696,2026-02-02,2026-02-04,Billing Inquiry,Medium,Closed
TKT-0020896,GEN-12187,2026-02-15,2026-02-26,Service Interruption,Low,Closed
TKT-0020897,GEN-01165,2025-07-26,2025-08-02,Service Interruption,Low,Closed
TKT-0020898,7940-UQQUG,2026-05-07,,Billing Inquiry,High,Open
TKT-0020899,GEN-03904,2026-01-25,2026-02-08,Billing Inquiry,Low,Closed
TKT-0020900,GEN-04325,2025-09-16,,New Service Request,High,Open
TKT-0020901,8859-AXJZP,2025-11-03,2025-11-15,Billing Inquiry,Low,Closed
TKT-0020902,GEN-12899,2025-09-24,2025-10-07,Billing Inquiry,Low,Closed
TKT-0020903,GEN-12423,2025-09-20,2025-10-01,Cancellation Request,Low,Closed
TKT-0020904,0722-SVSFK,2026-05-19,,Cancellation Request,Low,Pending Customer
TKT-0020905,GEN-11937,2025-07-14,2025-07-18,Technical Support,High,Closed
TKT-0020906,2369-FEVNO,2025-12-29,2026-01-08,Billing Inquiry,Low,Closed
TKT-0020907,GEN-02142,2025-09-06,,New Service Request,High,Pending Customer
TKT-0020908,GEN-03306,2025-12-02,,Cancellation Request,High,Pending Customer
TKT-0020909,GEN-09185,2025-07-13,2025-07-25,Billing Inquiry,High,Closed
TKT-0020910,2495-TTHBQ,2025-12-25,2025-12-31,Service Interruption,Medium,Closed
TKT-0020911,GEN-04079,2025-10-12,2025-10-24,Billing Inquiry,Low,Closed
TKT-0020912,GEN-03488,2026-04-08,2026-04-21,Service Interruption,Medium,Closed
TKT-0020913,GEN-11012,2025-10-14,2025-10-15,Billing Inquiry,Medium,Closed
TKT-0020914,GEN-04983,2026-06-03,2026-06-14,Technical Support,High,Closed
TKT-0020915,9367-WXLCH,2026-01-15,2026-01-20,Billing Inquiry,High,Closed
TKT-0020916,GEN-00913,2026-01-15,2026-01-19,Service Interruption,Low,Closed
TKT-0020917,GEN-12372,2025-07-20,,Service Interruption,Medium,Open
TKT-0020918,GEN-06794,2026-03-10,2026-03-15,Technical Support,Low,Closed
TKT-0020919,9057-MSWCO,2026-04-29,2026-05-08,Technical Support,Low,Closed
TKT-0020920,GEN-01092,2026-05-07,,Technical Support,High,Open
TKT-0020921,8752-IMQOS,2026-04-30,2026-05-02,Billing Inquiry,Low,Closed
TKT-0020922,4464-JCOLN,2026-05-23,2026-06-02,Cancellation Request,Low,Closed
TKT-0020923,6618-RYATB,2025-12-06,2025-12-09,Billing Inquiry,Low,Closed
TKT-0020924,GEN-05047,2026-02-27,2026-03-05,Technical Support,High,Closed
TKT-0020925,7625-XCQRH,2025-12-08,2025-12-17,Service Interruption,Low,Closed
TKT-0020926,GEN-07844,2025-10-17,2025-10-19,Billing Inquiry,Medium,Closed
TKT-0020927,0565-JUPYD,2026-06-01,2026-06-03,Technical Support,Low,Closed
TKT-0020928,GEN-10965,2026-03-01,,Cancellation Request,Low,Pending Customer
TKT-0020929,GEN-05954,2025-07-21,2025-07-26,Service Interruption,High,Closed
TKT-0020930,GEN-10786,2026-03-31,2026-04-07,Service Interruption,Medium,Closed
TKT-0020931,0117-LFRMW,2025-09-29,,Service Interruption,Medium,Pending Customer
TKT-0020932,7469-LKBCI,2026-03-11,2026-03-24,Billing Inquiry,Medium,Closed
TKT-0020933,GEN-03782,2025-10-08,2025-10-15,Billing Inquiry,Medium,Closed
TKT-0020934,GEN-03793,2025-11-23,2025-11-25,Service Interruption,Medium,Closed
TKT-0020935,GEN-11681,2026-04-14,2026-04-21,Technical Support,Medium,Closed
TKT-0020936,8111-BKVDS,2025-11-26,2025-11-30,Technical Support,Low,Closed
TKT-0020937,GEN-06930,2025-09-29,,Technical Support,Medium,Pending Customer
TKT-0020938,GEN-03128,2026-03-24,2026-04-03,Technical Support,Low,Closed
TKT-0020939,1730-VFMWO,2026-02-05,2026-02-08,New Service Request,Low,Closed
TKT-0020940,GEN-11051,2025-12-31,,Billing Inquiry,Medium,Open
TKT-0020941,6559-RAKOZ,2026-05-10,2026-05-16,Billing Inquiry,Medium,Closed
TKT-0020942,GEN-07791,2025-11-17,2025-11-29,Technical Support,Low,Closed
TKT-0020943,1319-YLZJG,2026-03-12,2026-03-14,Cancellation Request,High,Closed
TKT-0020944,GEN-05889,2026-03-18,2026-03-31,Billing Inquiry,Low,Closed
TKT-0020945,GEN-00031,2025-12-10,2025-12-24,Service Interruption,Low,Closed
TKT-0020946,GEN-03382,2025-11-22,2025-11-25,Billing Inquiry,Low,Closed
TKT-0020947,GEN-00583,2026-04-24,,Service Interruption,Medium,Open
TKT-0020948,GEN-07007,2025-11-08,2025-11-17,Billing Inquiry,Low,Closed
TKT-0020949,GEN-10117,2025-09-15,2025-09-18,Billing Inquiry,Medium,Closed
TKT-0020950,GEN-02429,2025-11-09,2025-11-15,Billing Inquiry,Medium,Closed
TKT-0020951,GEN-01380,2025-11-28,2025-12-08,Cancellation Request,Medium,Closed
TKT-0020952,GEN-02243,2025-08-15,2025-08-19,Service Interruption,Medium,Closed
TKT-0020953,6447-EGDIV,2025-12-10,2025-12-20,Service Interruption,Medium,Closed
TKT-0020954,GEN-00401,2025-07-19,2025-07-23,Service Interruption,Low,Closed
TKT-0020955,GEN-01350,2025-11-11,2025-11-18,New Service Request,Low,Closed
TKT-0020956,GEN-07945,2025-10-18,2025-10-30,Cancellation Request,Medium,Closed
TKT-0020957,0310-VQXAM,2025-09-11,,Billing Inquiry,Low,Open
TKT-0020958,8316-BBQAY,2026-03-06,2026-03-07,Service Interruption,Low,Closed
TKT-0020959,GEN-08816,2026-04-10,2026-04-13,Service Interruption,Medium,Closed
TKT-0020960,GEN-12631,2025-07-13,2025-07-15,Service Interruption,Low,Closed
