customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
GEN-10000,Male,0.0034546673210331404,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.258801336285494,1334.0,Yes
GEN-10001,Female,-0.01758415688854215,No,No,18,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.75396256517607,1043.35,Yes
GEN-10002,Female,-0.09573582719310429,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17.777433770786878,620.75,No
GEN-10003,Male,0.025651494811803652,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,47.07943470197729,1285.8,No
GEN-10004,Female,-0.04375014511392038,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.990059671228686,601.6,No
GEN-10005,Female,-0.0023190970349222413,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.63569100656325,160.75,Yes
GEN-10006,Male,1.2643289050793667e-05,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.01681784879918,712.25,No
GEN-10007,Female,0.000628099072811755,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.70084709935543,3208.65,No
GEN-10008,Female,-0.02879665988766392,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49.48766718951424,501.0,Yes
GEN-10009,Female,-0.011161095837614958,No,No,23,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.20464689151611,1054.6,Yes
GEN-10010,Female,-0.05817173475341652,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.63311229611631,4135.0,No
GEN-10011,Female,1.0356246696379783,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.1412575320382,3301.05,No
GEN-10012,Male,0.010422084430964164,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.35385956446451,4858.7,No
GEN-10013,Male,0.009707961642681815,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.728937554725086,312.7,No
GEN-10014,Female,0.02631062302544359,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.880008580284013,109.6,No
GEN-10015,Male,-0.013514588230007724,Yes,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.810040001298034,1626.05,No
GEN-10016,Male,-0.02000187105940191,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.918627449828584,492.0,No
GEN-10017,Male,-0.02073122839688235,Yes,No,77,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),119.89581088902929,8684.8,Yes
GEN-10018,Male,-0.03597049973347081,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.86750003098201,2979.3,No
GEN-10019,Male,0.02289532199182519,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.08533513048235,4211.55,Yes
GEN-10020,Male,0.007701160667216815,No,Yes,41,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.82424874061823,1790.6,No
GEN-10021,Male,-0.0010347741832352898,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.489280108796336,749.25,No
GEN-10022,Female,1.0092652791058365,Yes,No,75,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.5279911275992,5831.2,No
GEN-10023,Female,1.0078425538094988,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.91626845644277,780.5,Yes
GEN-10024,Female,0.9222900324401367,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),75.4907279342365,5602.25,No
GEN-10025,Male,-0.021701795914266013,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,13.357468124096842,613.95,No
GEN-10026,Female,-0.02721037988894659,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.955838512099245,1140.05,No
GEN-10027,Female,0.9471079821445856,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.76586227562628,330.6,No
GEN-10028,Female,-0.08215196519660431,Yes,Yes,64,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),51.682382339367926,3166.9,No
GEN-10029,Female,-0.023643909367538036,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,37.662446155855264,1978.65,No
GEN-10030,Male,-0.030444470309661024,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),91.0617059774566,5731.45,No
GEN-10031,Male,0.05498145317402433,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.67479514954144,4113.1,Yes
GEN-10032,Female,-0.045689480706265606,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.4285609125913,242.8,Yes
GEN-10033,Male,-0.05951926455706404,Yes,No,75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.50454167112366,1864.2,No
GEN-10034,Male,0.04877660131549944,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,14.501739665074052,122.9,No
GEN-10035,Female,0.042576900063153594,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.83777543515168,3870.0,No
GEN-10036,Male,-0.009319389009165705,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.221959560474037,158.35,No
GEN-10037,Female,-0.012253514653915477,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.27408731241843,617.15,No
GEN-10038,Female,0.010479459829528425,No,Yes,16,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),53.62916484585468,1031.4,No
GEN-10039,Female,1.019955322010173,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.27006685540182,3541.35,Yes
GEN-10040,Male,0.9951395593672144,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.4388136681464,2414.55,No
GEN-10041,Male,1.0126931485491593,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.67884525499421,7076.35,No
GEN-10042,Male,0.9470376308007566,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.00573807487946,3865.6,No
GEN-10043,Female,-0.03021504349701109,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.43784583671108,523.1,No
GEN-10044,Male,0.02472250096629953,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.384932521449453,1359.5,No
GEN-10045,Male,0.014219363820904284,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.14719562142251,275.7,No
GEN-10046,Male,0.013816719608604165,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.13921862346234,1402.25,No
GEN-10047,Male,0.00021268519330583846,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.86624403322753,195.65,No
GEN-10048,Female,1.0478084445231723,Yes,Yes,32,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,31.691707176834605,1025.15,No
GEN-10049,Female,0.03355685733457052,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,86.89370940754051,341.45,Yes
GEN-10050,Male,-0.007270364004883817,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),73.41558359009315,4653.25,No
GEN-10051,Male,0.004167024087943242,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.56751828701001,19.8,Yes
GEN-10052,Female,0.025614580960709243,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.40038344466167,947.3,Yes
GEN-10053,Male,0.012287189937706574,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,107.88979478030147,6547.7,Yes
GEN-10054,Male,0.04949187962097426,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,17.934036135897784,20.05,No
GEN-10055,Female,0.06187475338842071,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.3578637648812,78.8,Yes
GEN-10056,Male,-0.005835445867842178,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.77810522568421,1230.9,No
GEN-10057,Male,-0.021802343126906057,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.17405426967746,819.55,Yes
GEN-10058,Male,0.01134146726117897,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.37671008880637,283.75,No
GEN-10059,Female,-0.00503087730121421,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.79806156816898,4895.1,No
GEN-10060,Female,-0.07928140988994468,No,No,32,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.838491133335886,1175.85,No
GEN-10061,Female,0.9968469621145178,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.88466164639068,6205.5,Yes
GEN-10062,Female,0.03168855593045646,No,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.691253303000664,267.35,Yes
GEN-10063,Male,0.05485477113937623,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.97293516081979,6017.65,Yes
GEN-10064,Female,-0.007878972951666377,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),74.00649409779297,3211.2,No
GEN-10065,Male,-0.04465616284707843,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.0814683404529,266.95,No
GEN-10066,Female,-0.004045848526631507,Yes,Yes,46,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),62.48258523313975,3007.25,No
GEN-10067,Male,0.07318122761128741,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7535265520839,5135.35,No
GEN-10068,Female,-0.08444937967730708,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.3164939994188,1390.6,Yes
GEN-10069,Male,-0.03923120807587204,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.80180640252123,1008.7,No
GEN-10070,Female,-0.013033176654433076,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.194633396329685,44.15,No
GEN-10071,Male,-0.030647766685867602,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.85687692584611,2866.45,Yes
GEN-10072,Female,0.07584034036155166,Yes,No,44,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.123059302308974,2007.85,No
GEN-10073,Male,-0.07804580898730558,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.338504446437696,939.8,No
GEN-10074,Female,0.02193020712556057,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.330776238343955,1887.0,No
GEN-10075,Male,0.012132656618932914,No,No,17,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,61.44943660507586,916.15,No
GEN-10076,Male,0.05421758657376527,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,16.41004842517526,348.8,No
GEN-10077,Female,0.0015307978441169434,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.20735906453106,631.4,No
GEN-10078,Female,0.8820617795582499,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.13066867681621,2896.55,No
GEN-10079,Male,0.03859683726057372,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,86.3332867142012,3132.75,No
GEN-10080,Female,0.022873207270248004,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.551637805082,1270.2,Yes
GEN-10081,Female,0.03995141242726845,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.31861423252803,520.1,No
GEN-10082,Female,-0.00081820263060372,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.06054271486184,245.15,No
GEN-10083,Female,-0.005194625119738707,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.20316759202739,589.25,No
GEN-10084,Female,-0.02253756546575726,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.6210950175888,2901.8,No
GEN-10085,Male,-0.01690494272037625,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.66573404662267,6597.25,No
GEN-10086,Male,0.010041182195079915,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.142793312762834,1462.6,No
GEN-10087,Male,-0.031592796920642284,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.49641072760343,3777.15,Yes
GEN-10088,Male,-0.08325309110317111,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.724147257691445,1730.65,No
GEN-10089,Female,0.0068103268206991495,No,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.1244190586849,601.6,No
GEN-10090,Female,-0.007358875996301946,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.86977803987344,3242.5,No
GEN-10091,Female,-0.053530044759679964,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.863611457997976,43.8,No
GEN-10092,Female,0.018039079440980595,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.940562010880637,1389.6,No
GEN-10093,Female,-0.030134856292345816,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.00446859601902,8182.85,No
GEN-10094,Male,0.008799767810613646,Yes,Yes,71,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.37483220060994,4549.05,No
GEN-10095,Female,0.03180046645318795,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.38921104720093,4483.95,No
GEN-10096,Female,-0.019634833151785984,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,60.9611832892256,1367.75,No
GEN-10097,Female,0.01161589899237036,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.56884790154564,3762.0,Yes
GEN-10098,Female,0.010643927273970562,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.43740027501745,2804.45,Yes
GEN-10099,Female,0.97252906131938,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.72756662820153,372.45,Yes
GEN-10100,Female,0.023609080205694653,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.91941227449776,593.2,No
GEN-10101,Male,-0.00658255023798898,No,No,32,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.29647585751177,2245.4,No
GEN-10102,Male,-0.01052291275613175,No,No,57,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,58.12665805152369,3019.7,No
GEN-10103,Male,0.016453751089040153,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.79215200476105,3720.35,No
GEN-10104,Female,0.021239131976446873,Yes,Yes,73,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),16.80315015278683,1379.8,No
GEN-10105,Male,-0.08114745813591896,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35375489878805,155.35,No
GEN-10106,Male,0.04722781613424557,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.573233481886522,283.75,No
GEN-10107,Female,0.05346895703204211,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.44290519526015,19.4,No
GEN-10108,Male,0.043498116688392735,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,81.93089071581271,2848.45,No
GEN-10109,Male,-0.0067631296093052275,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,56.32576688324831,50.9,Yes
GEN-10110,Male,-0.05498900819151808,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.09194696261196,2272.8,No
GEN-10111,Female,-0.05092610980661519,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,14.461548232594438,883.35,No
GEN-10112,Male,0.9808102883228943,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.917379013303645,94.55,Yes
GEN-10113,Female,1.0211973867652444,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.19584815797526,4863.85,No
GEN-10114,Male,-0.002237609383983783,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.91668786090067,2731.0,No
GEN-10115,Male,0.0596468940568975,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),73.70952477649341,1549.75,No
GEN-10116,Male,0.006994598013908002,Yes,No,30,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.054372598483,1406.0,No
GEN-10117,Male,0.013884118511190391,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),95.76532858470195,5430.35,No
GEN-10118,Female,0.010795803783547286,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.615293487947827,173.15,No
GEN-10119,Female,0.0333436929851909,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.46776480055044,5497.05,No
GEN-10120,Female,-0.012682671680128476,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.60149083328238,6423.0,No
GEN-10121,Female,-0.018084100215925266,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.211232270857835,1328.35,No
GEN-10122,Male,-0.06642559569987755,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.78016282708381,251.75,Yes
GEN-10123,Female,-0.01396683451191891,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.27836854231813,2198.3,No
GEN-10124,Male,1.0262451063579974,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,92.76999427081832,5625.55,No
GEN-10125,Female,0.036262211689956615,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.42075188661808,1797.75,No
GEN-10126,Female,-0.09172248268246387,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.107292522896962,1208.6,No
GEN-10127,Male,0.011795653331893894,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.76097912298271,1399.35,No
GEN-10128,Male,-0.03693404026069789,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.22260322391233,3566.7,No
GEN-10129,Male,-0.004389787182878692,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.81708655374692,638.55,No
GEN-10130,Male,-0.008455964987357218,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.89753494889258,68.5,Yes
GEN-10131,Female,0.01364657150118374,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,25.0996556211117,357.15,No
GEN-10132,Female,0.0299656106681517,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.072220415959237,38.15,No
GEN-10133,Female,-0.0384780205197753,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.70194398595099,7679.65,No
GEN-10134,Female,-0.024255724612310417,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,78.2986278855033,1358.6,No
GEN-10135,Male,0.04441540657032861,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,56.24164127957471,765.5,Yes
GEN-10136,Male,-0.006278370941394082,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25842465176877,20.6,Yes
GEN-10137,Male,0.031652998159992195,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.9913014721926,7365.3,No
GEN-10138,Male,0.01281106593690372,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.73868288663421,1139.2,Yes
GEN-10139,Female,0.9281404829173251,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.93431563474529,4689.5,Yes
GEN-10140,Male,-0.008330944947716815,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.443448395457892,695.85,No
GEN-10141,Female,-0.04746689808630638,No,No,27,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.171368131771096,1505.15,No
GEN-10142,Female,0.03875146001884397,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.98836664430645,90.6,Yes
GEN-10143,Female,-0.012772485547671126,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.183586552688613,507.4,No
GEN-10144,Male,0.0821315325780248,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.49078097912613,3439.0,No
GEN-10145,Male,-0.0765183315086977,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.86405913080979,6110.2,Yes
GEN-10146,Male,-0.024176006801051253,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),78.27251560102864,645.8,No
GEN-10147,Male,-0.0631774895836133,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.90482584631335,439.2,No
GEN-10148,Female,0.06525438089601034,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.63059689004866,249.95,Yes
GEN-10149,Female,-0.0023460429208012326,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.694563357730274,1725.4,No
GEN-10150,Male,0.10010201949801494,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.79230245200118,515.75,No
GEN-10151,Female,-0.015428148117006137,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.655101929404292,599.3,No
GEN-10152,Male,0.018523249476291245,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.40035831505935,69.95,No
