feedback_id,customerID,submission_date,rating_score,feedback_text
FB-0013818,GEN-06774,2025-08-11,3,"It's okay, but not great."
FB-0013819,GEN-06775,2026-01-24,1,Extremely dissatisfied.
FB-0013820,GEN-06776,2026-03-15,1,Extremely dissatisfied.
FB-0013821,GEN-06777,2025-12-12,5,"Excellent service, very satisfied!"
FB-0013822,GEN-06778,2025-09-26,3,Had a few minor issues.
FB-0013823,GEN-06779,2025-09-17,3,Had a few minor issues.
FB-0013824,GEN-06780,2025-12-31,3,"It's okay, but not great."
FB-0013825,GEN-06781,2025-09-03,1,Extremely dissatisfied.
FB-0013826,GEN-06782,2025-10-01,4,Mostly positive experience.
FB-0013827,GEN-06783,2025-08-03,5,"Excellent service, very satisfied!"
FB-0013828,GEN-06784,2026-01-25,4,"Good service, but could be slightly faster."
FB-0013829,GEN-06785,2026-06-17,1,Constantly having problems.
FB-0013830,GEN-06786,2026-05-09,3,"It's okay, but not great."
FB-0013831,GEN-06787,2025-08-24,3,Service is average. Room for improvement.
FB-0013832,GEN-06788,2025-09-23,4,Mostly positive experience.
FB-0013833,GEN-06789,2025-07-14,5,"Excellent service, very satisfied!"
FB-0013834,GEN-06790,2025-07-09,1,Constantly having problems.
FB-0013835,GEN-06791,2026-03-01,3,"It's okay, but not great."
FB-0013836,GEN-06792,2026-06-06,3,Service is average. Room for improvement.
FB-0013837,GEN-06793,2025-11-06,4,Mostly positive experience.
FB-0013838,GEN-06794,2025-11-17,5,"Great experience, no issues."
FB-0013839,GEN-06795,2026-06-18,2,"Poor experience, frequent disconnects."
FB-0013840,GEN-06796,2025-07-05,5,"Fast and reliable, highly recommend."
FB-0013841,GEN-06797,2025-11-22,5,"Excellent service, very satisfied!"
FB-0013842,GEN-06798,2026-05-15,5,"Excellent service, very satisfied!"
FB-0013843,GEN-06799,2025-09-28,5,"Fast and reliable, highly recommend."
FB-0013844,GEN-06800,2026-03-26,4,Mostly positive experience.
FB-0013845,GEN-06801,2026-01-26,3,"It's okay, but not great."
FB-0013846,GEN-06802,2025-11-24,3,Service is average. Room for improvement.
FB-0013847,GEN-06803,2025-07-16,1,"Very poor service, would not recommend."
FB-0013848,GEN-06804,2026-04-05,4,"Good service, but could be slightly faster."
FB-0013849,GEN-06805,2026-04-04,5,"Fast and reliable, highly recommend."
FB-0013850,GEN-06806,2026-03-27,5,"Fast and reliable, highly recommend."
FB-0013851,GEN-06807,2025-07-25,2,Customer support was not helpful.
FB-0013852,GEN-06808,2025-10-28,4,Mostly positive experience.
FB-0013853,GEN-06809,2025-08-20,1,"Very poor service, would not recommend."
FB-0013854,GEN-06810,2025-10-24,3,Had a few minor issues.
FB-0013855,GEN-06811,2025-07-12,1,Extremely dissatisfied.
FB-0013856,GEN-06812,2026-04-24,2,"Poor experience, frequent disconnects."
FB-0013857,GEN-06813,2026-04-20,3,"It's okay, but not great."
FB-0013858,GEN-06814,2026-03-05,1,Extremely dissatisfied.
FB-0013859,GEN-06815,2025-07-23,2,Not happy with the service.
FB-0013860,GEN-06816,2026-05-04,2,Not happy with the service.
FB-0013861,GEN-06817,2026-03-27,5,"Great experience, no issues."
FB-0013862,GEN-06818,2025-07-07,2,Customer support was not helpful.
FB-0013863,GEN-06819,2025-06-29,2,Customer support was not helpful.
FB-0013864,GEN-06820,2026-02-20,1,Extremely dissatisfied.
FB-0013865,GEN-06821,2025-09-29,1,Constantly having problems.
FB-0013866,GEN-06822,2025-11-20,1,"Very poor service, would not recommend."
FB-0013867,GEN-06823,2025-12-31,2,Customer support was not helpful.
FB-0013868,GEN-06824,2026-04-26,5,"Excellent service, very satisfied!"
FB-0013869,GEN-06825,2026-01-03,3,"It's okay, but not great."
FB-0013870,GEN-06826,2026-01-24,5,"Fast and reliable, highly recommend."
FB-0013871,GEN-06827,2026-02-07,3,"It's okay, but not great."
FB-0013872,GEN-06828,2025-11-11,5,"Great experience, no issues."
FB-0013873,GEN-06829,2026-01-17,3,Had a few minor issues.
FB-0013874,GEN-06830,2025-07-03,4,Mostly positive experience.
FB-0013875,GEN-06831,2026-06-12,3,Service is average. Room for improvement.
FB-0013876,GEN-06832,2025-09-25,1,Extremely dissatisfied.
FB-0013877,GEN-06833,2025-09-13,2,Not happy with the service.
FB-0013878,GEN-06834,2025-11-13,5,"Excellent service, very satisfied!"
FB-0013879,GEN-06835,2025-09-23,5,"Great experience, no issues."
FB-0013880,GEN-06836,2026-02-15,2,Customer support was not helpful.
FB-0013881,GEN-06837,2026-06-10,1,"Very poor service, would not recommend."
FB-0013882,GEN-06838,2025-09-30,4,Mostly positive experience.
FB-0013883,GEN-06839,2026-05-02,2,"Poor experience, frequent disconnects."
FB-0013884,GEN-06840,2026-04-30,1,Extremely dissatisfied.
FB-0013885,GEN-06841,2025-10-13,4,Happy with the service overall.
FB-0013886,GEN-06842,2026-06-28,5,"Fast and reliable, highly recommend."
FB-0013887,GEN-06843,2026-02-21,3,Service is average. Room for improvement.
FB-0013888,GEN-06844,2025-11-02,5,"Excellent service, very satisfied!"
FB-0013889,GEN-06845,2025-09-13,4,"Good service, but could be slightly faster."
FB-0013890,GEN-06846,2026-01-22,3,Service is average. Room for improvement.
FB-0013891,GEN-06847,2026-02-04,1,Extremely dissatisfied.
FB-0013892,GEN-06848,2026-06-23,5,"Fast and reliable, highly recommend."
FB-0013893,GEN-06849,2025-09-17,3,Had a few minor issues.
FB-0013894,GEN-06850,2025-12-02,4,Happy with the service overall.
FB-0013895,GEN-06851,2026-05-12,4,Happy with the service overall.
FB-0013896,GEN-06852,2026-04-07,3,Had a few minor issues.
FB-0013897,GEN-06853,2025-07-15,2,"Poor experience, frequent disconnects."
FB-0013898,GEN-06854,2025-12-09,4,Happy with the service overall.
FB-0013899,GEN-06855,2026-06-27,1,"Very poor service, would not recommend."
FB-0013900,GEN-06856,2026-05-21,4,Mostly positive experience.
FB-0013901,GEN-06857,2025-10-10,3,Had a few minor issues.
FB-0013902,GEN-06858,2025-10-04,5,"Great experience, no issues."
FB-0013903,GEN-06859,2026-05-16,2,"Poor experience, frequent disconnects."
FB-0013904,GEN-06860,2025-10-24,4,Mostly positive experience.
FB-0013905,GEN-06861,2025-10-08,4,Mostly positive experience.
FB-0013906,GEN-06862,2026-02-14,1,Extremely dissatisfied.
FB-0013907,GEN-06863,2025-09-18,1,"Very poor service, would not recommend."
FB-0013908,GEN-06864,2026-04-10,2,Customer support was not helpful.
FB-0013909,GEN-06865,2026-06-06,5,"Great experience, no issues."
FB-0013910,GEN-06866,2026-06-05,2,"Poor experience, frequent disconnects."
FB-0013911,GEN-06867,2026-05-03,5,"Great experience, no issues."
FB-0013912,GEN-06868,2026-06-25,4,"Good service, but could be slightly faster."
FB-0013913,GEN-06869,2025-12-22,3,Had a few minor issues.
FB-0013914,GEN-06870,2025-10-25,5,"Fast and reliable, highly recommend."
FB-0013915,GEN-06871,2025-11-05,4,Happy with the service overall.
FB-0013916,GEN-06872,2026-06-10,3,"It's okay, but not great."
FB-0013917,GEN-06873,2026-04-20,5,"Great experience, no issues."
FB-0013918,GEN-06874,2025-09-01,1,Constantly having problems.
FB-0013919,GEN-06875,2025-07-03,1,"Very poor service, would not recommend."
FB-0013920,GEN-06876,2025-11-14,2,Not happy with the service.
FB-0013921,GEN-06877,2025-07-11,1,"Very poor service, would not recommend."
FB-0013922,GEN-06878,2026-02-28,2,Not happy with the service.
FB-0013923,GEN-06879,2026-02-23,2,Not happy with the service.
FB-0013924,GEN-06880,2025-09-12,2,Customer support was not helpful.
FB-0013925,GEN-06881,2025-12-05,4,"Good service, but could be slightly faster."
FB-0013926,GEN-06882,2026-03-13,4,Happy with the service overall.
FB-0013927,GEN-06883,2026-05-30,4,Mostly positive experience.
FB-0013928,GEN-06884,2025-08-31,5,"Fast and reliable, highly recommend."
FB-0013929,GEN-06885,2025-08-22,1,Constantly having problems.
FB-0013930,GEN-06886,2025-09-16,4,Happy with the service overall.
FB-0013931,GEN-06887,2026-02-15,3,Had a few minor issues.
FB-0013932,GEN-06888,2025-08-13,1,Extremely dissatisfied.
FB-0013933,GEN-06889,2025-10-28,3,"It's okay, but not great."
FB-0013934,GEN-06890,2026-03-02,3,"It's okay, but not great."
FB-0013935,GEN-06891,2025-07-07,3,"It's okay, but not great."
FB-0013936,GEN-06892,2025-10-12,5,"Fast and reliable, highly recommend."
FB-0013937,GEN-06893,2026-03-22,4,"Good service, but could be slightly faster."
FB-0013938,GEN-06894,2025-07-24,3,Had a few minor issues.
FB-0013939,GEN-06895,2026-01-25,2,"Poor experience, frequent disconnects."
FB-0013940,GEN-06896,2026-02-03,1,"Very poor service, would not recommend."
FB-0013941,GEN-06897,2025-07-02,1,Constantly having problems.
FB-0013942,GEN-06898,2026-04-16,2,Not happy with the service.
FB-0013943,GEN-06899,2026-01-30,4,"Good service, but could be slightly faster."
FB-0013944,GEN-06900,2026-04-13,3,Had a few minor issues.
FB-0013945,GEN-06901,2025-10-31,1,Extremely dissatisfied.
FB-0013946,GEN-06902,2026-06-16,3,Service is average. Room for improvement.
FB-0013947,GEN-06903,2025-10-29,3,"It's okay, but not great."
FB-0013948,GEN-06904,2026-02-26,5,"Great experience, no issues."
FB-0013949,GEN-06905,2026-01-27,1,"Very poor service, would not recommend."
FB-0013950,GEN-06906,2026-06-10,1,"Very poor service, would not recommend."
FB-0013951,GEN-06907,2026-04-04,5,"Fast and reliable, highly recommend."
FB-0013952,GEN-06908,2026-01-08,2,Customer support was not helpful.
FB-0013953,GEN-06909,2025-08-08,4,"Good service, but could be slightly faster."
FB-0013954,GEN-06910,2026-03-11,3,Had a few minor issues.
FB-0013955,GEN-06911,2026-05-15,4,"Good service, but could be slightly faster."
FB-0013956,GEN-06912,2026-06-07,4,Mostly positive experience.
FB-0013957,GEN-06913,2026-02-01,3,Service is average. Room for improvement.
FB-0013958,GEN-06914,2026-06-24,2,Customer support was not helpful.
FB-0013959,GEN-06915,2026-04-19,2,"Poor experience, frequent disconnects."
FB-0013960,GEN-06916,2026-06-07,5,"Excellent service, very satisfied!"
FB-0013961,GEN-06917,2026-02-21,5,"Excellent service, very satisfied!"
FB-0013962,GEN-06918,2025-11-08,2,Not happy with the service.
FB-0013963,GEN-06919,2026-01-31,2,"Poor experience, frequent disconnects."
FB-0013964,GEN-06920,2026-05-07,3,Had a few minor issues.
FB-0013965,GEN-06921,2026-03-13,5,"Fast and reliable, highly recommend."
FB-0013966,GEN-06922,2025-08-16,4,Happy with the service overall.
FB-0013967,GEN-06923,2025-10-02,2,Not happy with the service.
FB-0013968,GEN-06924,2026-02-23,2,"Poor experience, frequent disconnects."
FB-0013969,GEN-06925,2025-09-09,3,Had a few minor issues.
FB-0013970,GEN-06926,2026-03-15,4,Mostly positive experience.
FB-0013971,GEN-06927,2025-08-24,1,Constantly having problems.
FB-0013972,GEN-06928,2026-02-06,2,Not happy with the service.
FB-0013973,GEN-06929,2026-03-31,5,"Great experience, no issues."
FB-0013974,GEN-06930,2026-04-23,4,"Good service, but could be slightly faster."
FB-0013975,GEN-06931,2025-08-17,4,Happy with the service overall.
FB-0013976,GEN-06932,2025-10-05,4,"Good service, but could be slightly faster."
FB-0013977,GEN-06933,2026-02-01,2,"Poor experience, frequent disconnects."
FB-0013978,GEN-06934,2026-04-30,4,"Good service, but could be slightly faster."
FB-0013979,GEN-06935,2026-04-10,2,"Poor experience, frequent disconnects."
FB-0013980,GEN-06936,2026-04-11,1,Extremely dissatisfied.
FB-0013981,GEN-06937,2026-06-21,5,"Excellent service, very satisfied!"
FB-0013982,GEN-06938,2025-08-24,2,"Poor experience, frequent disconnects."
FB-0013983,GEN-06939,2025-07-02,5,"Excellent service, very satisfied!"
FB-0013984,GEN-06940,2026-06-13,2,Not happy with the service.
FB-0013985,GEN-06941,2025-09-04,1,"Very poor service, would not recommend."
FB-0013986,GEN-06942,2025-12-19,2,Customer support was not helpful.
FB-0013987,GEN-06943,2026-04-06,3,Had a few minor issues.
FB-0013988,GEN-06944,2026-06-08,4,Happy with the service overall.
FB-0013989,GEN-06945,2025-08-06,2,Customer support was not helpful.
FB-0013990,GEN-06946,2025-11-29,2,"Poor experience, frequent disconnects."
FB-0013991,GEN-06947,2026-01-11,1,Constantly having problems.
FB-0013992,GEN-06948,2026-05-03,3,Service is average. Room for improvement.
FB-0013993,GEN-06949,2025-08-09,5,"Excellent service, very satisfied!"
FB-0013994,GEN-06950,2026-01-23,3,"It's okay, but not great."
FB-0013995,GEN-06951,2025-12-21,2,"Poor experience, frequent disconnects."
FB-0013996,GEN-06952,2026-04-16,3,Service is average. Room for improvement.
FB-0013997,GEN-06953,2026-06-08,1,"Very poor service, would not recommend."
FB-0013998,GEN-06954,2026-01-13,5,"Fast and reliable, highly recommend."
FB-0013999,GEN-06955,2026-06-26,3,Had a few minor issues.
FB-0014000,GEN-06956,2025-07-27,2,Not happy with the service.
FB-0014001,GEN-06957,2026-06-03,2,"Poor experience, frequent disconnects."
FB-0014002,GEN-06958,2025-09-19,2,Customer support was not helpful.
FB-0014003,GEN-06959,2026-06-07,2,"Poor experience, frequent disconnects."
FB-0014004,GEN-06960,2026-02-06,1,"Very poor service, would not recommend."
FB-0014005,GEN-06961,2026-06-14,1,Extremely dissatisfied.
FB-0014006,GEN-06962,2025-10-28,1,"Very poor service, would not recommend."
FB-0014007,GEN-06963,2026-04-25,4,"Good service, but could be slightly faster."
FB-0014008,GEN-06964,2026-03-19,1,Extremely dissatisfied.
FB-0014009,GEN-06965,2025-06-30,3,Had a few minor issues.
FB-0014010,GEN-06966,2026-06-27,3,Had a few minor issues.
FB-0014011,GEN-06967,2026-03-31,2,Not happy with the service.
FB-0014012,GEN-06968,2026-03-05,5,"Fast and reliable, highly recommend."
FB-0014013,GEN-06969,2026-05-10,4,Mostly positive experience.
FB-0014014,GEN-06970,2025-12-30,2,Not happy with the service.
FB-0014015,GEN-06971,2026-04-04,2,Customer support was not helpful.
FB-0014016,GEN-06972,2026-05-06,2,Not happy with the service.
FB-0014017,GEN-06973,2026-05-19,5,"Great experience, no issues."
FB-0014018,GEN-06974,2025-12-01,2,Customer support was not helpful.
FB-0014019,GEN-06975,2025-08-04,2,"Poor experience, frequent disconnects."
FB-0014020,GEN-06976,2026-04-28,2,Not happy with the service.
FB-0014021,GEN-06977,2026-05-31,1,"Very poor service, would not recommend."
FB-0014022,GEN-06978,2026-01-03,5,"Excellent service, very satisfied!"
FB-0014023,GEN-06979,2026-05-22,4,"Good service, but could be slightly faster."
FB-0014024,GEN-06980,2025-11-12,5,"Great experience, no issues."
FB-0014025,GEN-06981,2025-07-16,3,"It's okay, but not great."
FB-0014026,GEN-06982,2026-01-25,1,Constantly having problems.
FB-0014027,GEN-06983,2025-08-07,1,Extremely dissatisfied.
FB-0014028,GEN-06984,2026-03-16,1,Constantly having problems.
FB-0014029,GEN-06985,2025-11-08,1,Extremely dissatisfied.
FB-0014030,GEN-06986,2026-03-05,4,Mostly positive experience.
FB-0014031,GEN-06987,2025-08-14,3,Had a few minor issues.
FB-0014032,GEN-06988,2025-09-09,1,Constantly having problems.
FB-0014033,GEN-06989,2025-08-14,3,Service is average. Room for improvement.
FB-0014034,GEN-06990,2026-04-29,1,"Very poor service, would not recommend."
FB-0014035,GEN-06991,2026-01-04,2,Not happy with the service.
FB-0014036,GEN-06992,2025-09-26,3,"It's okay, but not great."
FB-0014037,GEN-06993,2026-02-04,3,Service is average. Room for improvement.
FB-0014038,GEN-06994,2026-03-05,1,"Very poor service, would not recommend."
FB-0014039,GEN-06995,2026-04-18,5,"Excellent service, very satisfied!"
FB-0014040,GEN-06996,2026-03-20,3,"It's okay, but not great."
FB-0014041,GEN-06997,2026-02-25,5,"Fast and reliable, highly recommend."
FB-0014042,GEN-06998,2026-06-04,3,"It's okay, but not great."
FB-0014043,GEN-06999,2025-12-01,1,Constantly having problems.
FB-0014044,GEN-07000,2025-08-28,2,Customer support was not helpful.
FB-0014045,GEN-07001,2026-03-06,4,Happy with the service overall.
FB-0014046,GEN-07002,2026-01-12,1,Extremely dissatisfied.
FB-0014047,GEN-07003,2026-06-25,2,Not happy with the service.
FB-0014048,GEN-07004,2026-06-06,4,Happy with the service overall.
FB-0014049,GEN-07005,2025-10-07,5,"Fast and reliable, highly recommend."
FB-0014050,GEN-07006,2026-05-01,5,"Great experience, no issues."
FB-0014051,GEN-07007,2026-01-12,5,"Excellent service, very satisfied!"
FB-0014052,GEN-07008,2026-05-22,1,Constantly having problems.
FB-0014053,GEN-07009,2025-09-25,4,Happy with the service overall.
FB-0014054,GEN-07010,2026-02-07,2,"Poor experience, frequent disconnects."
FB-0014055,GEN-07011,2026-05-07,3,Service is average. Room for improvement.
FB-0014056,GEN-07012,2026-03-23,1,Extremely dissatisfied.
FB-0014057,GEN-07013,2025-10-07,1,Extremely dissatisfied.
FB-0014058,GEN-07014,2025-07-22,3,Service is average. Room for improvement.
FB-0014059,GEN-07015,2025-07-23,3,"It's okay, but not great."
FB-0014060,GEN-07016,2025-07-14,1,Extremely dissatisfied.
FB-0014061,GEN-07017,2026-02-25,4,"Good service, but could be slightly faster."
FB-0014062,GEN-07018,2025-08-08,3,Service is average. Room for improvement.
FB-0014063,GEN-07019,2025-11-16,3,Service is average. Room for improvement.
FB-0014064,GEN-07020,2025-11-01,2,Customer support was not helpful.
FB-0014065,GEN-07021,2026-02-12,1,Constantly having problems.
FB-0014066,GEN-07022,2026-03-09,2,Not happy with the service.
FB-0014067,GEN-07023,2025-10-18,5,"Excellent service, very satisfied!"
FB-0014068,GEN-07024,2025-12-05,5,"Excellent service, very satisfied!"
FB-0014069,GEN-07025,2025-09-03,1,Extremely dissatisfied.
FB-0014070,GEN-07026,2026-02-06,5,"Excellent service, very satisfied!"
FB-0014071,GEN-07027,2025-11-13,2,Not happy with the service.
FB-0014072,GEN-07028,2026-06-07,1,Constantly having problems.
FB-0014073,GEN-07029,2026-04-17,3,Service is average. Room for improvement.
FB-0014074,GEN-07030,2026-06-09,1,Constantly having problems.
FB-0014075,GEN-07031,2025-12-08,3,Service is average. Room for improvement.
FB-0014076,GEN-07032,2026-03-06,2,Not happy with the service.
FB-0014077,GEN-07033,2025-08-09,4,"Good service, but could be slightly faster."
FB-0014078,GEN-07034,2025-12-10,2,"Poor experience, frequent disconnects."
FB-0014079,GEN-07035,2026-05-12,2,"Poor experience, frequent disconnects."
FB-0014080,GEN-07036,2025-12-18,3,Had a few minor issues.
FB-0014081,GEN-07037,2026-01-10,3,Had a few minor issues.
FB-0014082,GEN-07038,2025-07-10,5,"Excellent service, very satisfied!"
FB-0014083,GEN-07039,2025-12-05,4,"Good service, but could be slightly faster."
FB-0014084,GEN-07040,2025-10-29,2,Customer support was not helpful.
FB-0014085,GEN-07041,2025-07-07,4,Mostly positive experience.
FB-0014086,GEN-07042,2026-01-30,2,Not happy with the service.
FB-0014087,GEN-07043,2025-08-31,4,"Good service, but could be slightly faster."
FB-0014088,GEN-07044,2026-04-19,2,Customer support was not helpful.
FB-0014089,GEN-07045,2026-01-26,4,"Good service, but could be slightly faster."
FB-0014090,GEN-07046,2026-03-20,5,"Excellent service, very satisfied!"
FB-0014091,GEN-07047,2025-10-28,3,Service is average. Room for improvement.
FB-0014092,GEN-07048,2025-08-05,5,"Fast and reliable, highly recommend."
FB-0014093,GEN-07049,2025-11-22,3,Service is average. Room for improvement.
FB-0014094,GEN-07050,2025-07-14,4,"Good service, but could be slightly faster."
FB-0014095,GEN-07051,2026-01-04,4,Mostly positive experience.
FB-0014096,GEN-07052,2026-02-04,3,Had a few minor issues.
FB-0014097,GEN-07053,2025-12-30,1,Constantly having problems.
FB-0014098,GEN-07054,2026-02-07,2,Not happy with the service.
FB-0014099,GEN-07055,2026-03-28,1,"Very poor service, would not recommend."
FB-0014100,GEN-07056,2025-12-19,2,Customer support was not helpful.
FB-0014101,GEN-07057,2025-10-26,2,"Poor experience, frequent disconnects."
FB-0014102,GEN-07058,2025-09-27,5,"Excellent service, very satisfied!"
FB-0014103,GEN-07059,2025-11-22,3,"It's okay, but not great."
FB-0014104,GEN-07060,2026-03-08,5,"Excellent service, very satisfied!"
FB-0014105,GEN-07061,2025-06-29,1,Extremely dissatisfied.
FB-0014106,GEN-07062,2025-07-26,3,Service is average. Room for improvement.
FB-0014107,GEN-07063,2025-11-11,1,Constantly having problems.
FB-0014108,GEN-07064,2025-12-21,4,"Good service, but could be slightly faster."
FB-0014109,GEN-07065,2026-03-08,1,Constantly having problems.
FB-0014110,GEN-07066,2026-04-18,4,"Good service, but could be slightly faster."
FB-0014111,GEN-07067,2025-08-05,2,Customer support was not helpful.
FB-0014112,GEN-07068,2026-03-15,2,"Poor experience, frequent disconnects."
FB-0014113,GEN-07069,2025-07-11,1,Extremely dissatisfied.
FB-0014114,GEN-07070,2026-02-04,3,Had a few minor issues.
FB-0014115,GEN-07071,2025-08-24,3,"It's okay, but not great."
FB-0014116,GEN-07072,2025-10-20,4,Mostly positive experience.
FB-0014117,GEN-07073,2026-06-14,5,"Excellent service, very satisfied!"
FB-0014118,GEN-07074,2026-04-24,5,"Excellent service, very satisfied!"
FB-0014119,GEN-07075,2026-04-25,3,Had a few minor issues.
FB-0014120,GEN-07076,2025-09-23,1,Constantly having problems.
FB-0014121,GEN-07077,2026-05-02,1,Extremely dissatisfied.
FB-0014122,GEN-07078,2025-11-26,2,Not happy with the service.
FB-0014123,GEN-07079,2025-08-22,4,"Good service, but could be slightly faster."
FB-0014124,GEN-07080,2026-06-11,2,"Poor experience, frequent disconnects."
FB-0014125,GEN-07081,2026-05-10,1,Constantly having problems.
FB-0014126,GEN-07082,2026-01-26,3,Had a few minor issues.
FB-0014127,GEN-07083,2025-09-26,2,"Poor experience, frequent disconnects."
FB-0014128,GEN-07084,2025-07-08,3,Service is average. Room for improvement.
FB-0014129,GEN-07085,2026-03-16,2,"Poor experience, frequent disconnects."
FB-0014130,GEN-07086,2026-06-18,3,"It's okay, but not great."
FB-0014131,GEN-07087,2025-12-03,5,"Fast and reliable, highly recommend."
FB-0014132,GEN-07088,2026-01-06,5,"Excellent service, very satisfied!"
FB-0014133,GEN-07089,2025-08-04,5,"Excellent service, very satisfied!"
FB-0014134,GEN-07090,2026-03-31,4,"Good service, but could be slightly faster."
FB-0014135,GEN-07091,2025-07-29,4,"Good service, but could be slightly faster."
FB-0014136,GEN-07092,2025-08-28,2,"Poor experience, frequent disconnects."
FB-0014137,GEN-07093,2025-10-12,4,Happy with the service overall.
FB-0014138,GEN-07094,2025-12-06,3,Had a few minor issues.
FB-0014139,GEN-07095,2025-07-27,1,Constantly having problems.
FB-0014140,GEN-07096,2026-04-09,1,Extremely dissatisfied.
FB-0014141,GEN-07097,2025-12-17,5,"Fast and reliable, highly recommend."
FB-0014142,GEN-07098,2026-01-22,1,Constantly having problems.
FB-0014143,GEN-07099,2025-11-16,1,"Very poor service, would not recommend."
FB-0014144,GEN-07100,2025-10-22,1,Constantly having problems.
FB-0014145,GEN-07101,2025-11-14,3,Had a few minor issues.
FB-0014146,GEN-07102,2025-07-13,1,Constantly having problems.
FB-0014147,GEN-07103,2026-04-28,4,Happy with the service overall.
FB-0014148,GEN-07104,2026-04-10,4,Happy with the service overall.
FB-0014149,GEN-07105,2026-01-20,2,"Poor experience, frequent disconnects."
FB-0014150,GEN-07106,2026-04-12,4,"Good service, but could be slightly faster."
FB-0014151,GEN-07107,2026-04-09,4,"Good service, but could be slightly faster."
FB-0014152,GEN-07108,2025-11-07,1,Extremely dissatisfied.
FB-0014153,GEN-07109,2026-01-20,4,"Good service, but could be slightly faster."
FB-0014154,GEN-07110,2025-08-15,1,Extremely dissatisfied.
FB-0014155,GEN-07111,2026-02-07,3,Had a few minor issues.
FB-0014156,GEN-07112,2025-10-26,2,Not happy with the service.
FB-0014157,GEN-07113,2026-02-11,3,"It's okay, but not great."
FB-0014158,GEN-07114,2025-07-01,5,"Great experience, no issues."
FB-0014159,GEN-07115,2026-06-25,3,Service is average. Room for improvement.
FB-0014160,GEN-07116,2026-04-17,2,Not happy with the service.
FB-0014161,GEN-07117,2026-03-15,3,"It's okay, but not great."
FB-0014162,GEN-07118,2025-07-10,4,Mostly positive experience.
FB-0014163,GEN-07119,2026-01-12,3,Had a few minor issues.
FB-0014164,GEN-07120,2026-01-03,3,Service is average. Room for improvement.
FB-0014165,GEN-07121,2025-09-28,3,Had a few minor issues.
FB-0014166,GEN-07122,2025-11-09,1,Constantly having problems.
FB-0014167,GEN-07123,2026-05-23,4,"Good service, but could be slightly faster."
FB-0014168,GEN-07124,2026-01-13,3,Service is average. Room for improvement.
FB-0014169,GEN-07125,2025-12-15,2,Customer support was not helpful.
FB-0014170,GEN-07126,2026-06-22,2,Not happy with the service.
FB-0014171,GEN-07127,2025-10-11,3,Had a few minor issues.
FB-0014172,GEN-07128,2025-07-11,2,"Poor experience, frequent disconnects."
FB-0014173,GEN-07129,2026-05-05,2,Not happy with the service.
FB-0014174,GEN-07130,2025-12-21,2,Customer support was not helpful.
FB-0014175,GEN-07131,2025-12-08,1,Extremely dissatisfied.
FB-0014176,GEN-07132,2025-12-08,5,"Excellent service, very satisfied!"
FB-0014177,GEN-07133,2025-10-03,5,"Excellent service, very satisfied!"
FB-0014178,GEN-07134,2025-10-27,2,"Poor experience, frequent disconnects."
FB-0014179,GEN-07135,2025-08-05,1,Constantly having problems.
FB-0014180,GEN-07136,2025-11-18,4,Happy with the service overall.
FB-0014181,GEN-07137,2025-12-08,5,"Fast and reliable, highly recommend."
FB-0014182,GEN-07138,2026-04-19,2,Customer support was not helpful.
FB-0014183,GEN-07139,2025-10-31,1,Constantly having problems.
FB-0014184,GEN-07140,2026-06-04,5,"Fast and reliable, highly recommend."
FB-0014185,GEN-07141,2026-03-04,5,"Fast and reliable, highly recommend."
FB-0014186,GEN-07142,2025-08-02,1,Extremely dissatisfied.
FB-0014187,GEN-07143,2025-11-03,3,Had a few minor issues.
FB-0014188,GEN-07144,2025-11-27,5,"Fast and reliable, highly recommend."
FB-0014189,GEN-07145,2025-07-30,5,"Fast and reliable, highly recommend."
FB-0014190,GEN-07146,2025-09-26,5,"Great experience, no issues."
FB-0014191,GEN-07147,2026-06-14,5,"Great experience, no issues."
FB-0014192,GEN-07148,2026-01-24,1,Constantly having problems.
FB-0014193,GEN-07149,2025-06-30,1,Constantly having problems.
FB-0014194,GEN-07150,2026-01-21,3,Had a few minor issues.
FB-0014195,GEN-07151,2026-03-01,3,Had a few minor issues.
FB-0014196,GEN-07152,2026-04-27,3,Had a few minor issues.
FB-0014197,GEN-07153,2026-04-16,3,"It's okay, but not great."
FB-0014198,GEN-07154,2026-03-13,1,"Very poor service, would not recommend."
FB-0014199,GEN-07155,2025-12-28,2,Customer support was not helpful.
FB-0014200,GEN-07156,2025-07-29,1,Extremely dissatisfied.
FB-0014201,GEN-07157,2025-09-27,5,"Great experience, no issues."
FB-0014202,GEN-07158,2026-05-28,3,Service is average. Room for improvement.
FB-0014203,GEN-07159,2025-10-19,2,Customer support was not helpful.
FB-0014204,GEN-07160,2026-02-01,4,Mostly positive experience.
FB-0014205,GEN-07161,2025-11-13,5,"Fast and reliable, highly recommend."
FB-0014206,GEN-07162,2026-02-14,4,Mostly positive experience.
FB-0014207,GEN-07163,2025-08-23,2,Customer support was not helpful.
FB-0014208,GEN-07164,2026-01-16,4,Happy with the service overall.
FB-0014209,GEN-07165,2025-07-27,5,"Excellent service, very satisfied!"
FB-0014210,GEN-07166,2025-07-05,1,Constantly having problems.
FB-0014211,GEN-07167,2025-10-17,3,"It's okay, but not great."
FB-0014212,GEN-07168,2026-03-13,3,"It's okay, but not great."
FB-0014213,GEN-07169,2025-10-30,1,Extremely dissatisfied.
FB-0014214,GEN-07170,2025-07-19,4,Mostly positive experience.
